Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
364,CSE2011 ,Data Structures and Algorithms,Dr. kanchaniya,1,4,4,5,4
365,CSE3502,Information Security Management,Dr. amina,5,1,3,4,4
366,CSE3501,Information Security Analysis and Audit,Dr. taslim,2,1,0,2,4
367,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. pravesh,1,4,1,1,3
368,CSE4019 ,Image Processing,Dr. aaenab,1,5,3,2,3
369,ECE3502,IoT Domain Analyst,Dr. lajja,2,1,2,4,3
370,ECE3501,IoT Fundamentals,Dr. mujeeb,1,5,1,5,4
371,CSE4011 ,Virtualization,Dr. aatam,2,3,1,2,2
372,CSE2012,Design and analysis of algorithms,Dr. sahadeb,5,5,2,1,4
373,CSE3501,Information Security Analysis and Audit,Dr. ishawar,4,2,5,2,5
374,CSE1004 ,Network and Communication,Dr. navi,4,1,2,1,2
375,CSE3501,Information Security Analysis and Audit,Dr. inderpal,1,1,2,4,5
376,CSE2014,Compiler Design,Dr. yuveraj,5,4,4,2,5
377,CSE1004 ,Network and Communication,Dr. firtu,5,1,3,2,3
378,EEE1001,Basic Electrical and Electronics Engineering,Dr. munender,5,3,2,1,2
379,CSE1007 ,Java Programming,Dr. tabbsum,2,5,2,2,3
380,CSE3018 ,Content Based Image and Video Retrieval,Dr. sarvan,1,5,0,4,3
381,CSE3029 ,Game Programming,Dr. desh,3,1,0,5,3
382,ECE3502,IoT Domain Analyst,Dr. rinki,5,4,2,3,3
383,CSE3024 ,Web Mining,Dr. vikas,2,5,0,4,3
384,CSE2001 ,Computer Architecture and Organization,Dr. niksiya,5,5,1,1,5
385,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. narander,2,2,0,5,3
386,CSE3506,Essentials of Data Analytics,Dr. phoolmani,3,2,1,3,2
387,CSE3501,Information Security Analysis and Audit,Dr. shun,2,3,3,1,3
388,CSE2023,Robotic Process Automation,Dr. sokat,2,5,3,3,4
389,MAT1014,Discrete Mathematics and Graph Theory,Dr. galu,5,4,4,1,4
390,CSE3025 ,Large Scale Data Processing,Dr. pannalal,3,2,1,4,4
391,CSE3506,Essentials of Data Analytics,Dr. tara,5,4,2,4,5
392,MAT3004 ,Applied Linear Algebra,Dr. jhuma,4,4,1,2,4
393,MAT2002,Applications of Differential and Difference Equations,Dr. rabhida,5,1,2,2,2
394,CSE2001 ,Computer Architecture and Organization,Dr. henkhochon,5,4,4,1,5
395,MAT3004 ,Applied Linear Algebra,Dr. aashis,3,2,1,4,3
396,CSE4014 ,High Performance Computing,Dr. ramprasad,2,3,3,4,4
397,MAT3004 ,Applied Linear Algebra,Dr. majrula,3,1,1,5,4
398,CSE3009 ,Internet of Things,Dr. jagat,3,4,3,3,4
399,EEE1001,Basic Electrical and Electronics Engineering,Dr. sushri,5,4,2,2,5
400,CSE2013,Theory of Computation,Dr. bindi,2,1,3,2,3
401,CSE3021 ,Social and Information Networks,Dr. gargi,5,2,1,2,2
402,CSE4020 ,Machine Learning,Dr. charanjeet,2,2,3,4,5
403,ECE3501,IoT Fundamentals,Dr. najar,2,2,4,2,4
404,CSE2004 ,Database Management Systems,Dr. birgesh,4,5,1,4,4
405,CSE4019 ,Image Processing,Dr. mayank,4,2,1,5,2
406,ECE3501,IoT Fundamentals,Dr. ladli,1,3,0,1,2
407,CSE3002 ,Internet and Web Programming,Dr. taranjeet,4,1,1,1,3
408,CSE4014 ,High Performance Computing,Dr. bilal,5,2,2,4,5
409,CSE4020 ,Machine Learning,Dr. furkan,5,1,1,2,2
410,ECE3502,IoT Domain Analyst,Dr. murtibai,2,2,2,1,3
411,CSE3501,Information Security Analysis and Audit,Dr. mohmmd,2,4,1,1,3
412,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. sen,4,3,4,1,5
413,CSE2012,Design and analysis of algorithms,Dr. tipu,3,2,1,1,2
414,CSE3505,Foundations of Data Analytics,Dr. vipta,2,2,2,3,5
415,CSE3018 ,Content Based Image and Video Retrieval,Dr. nanak,3,5,3,4,2
416,CSE3002 ,Internet and Web Programming,Dr. tahir,4,2,4,5,5
417,MAT2002,Applications of Differential and Difference Equations,Dr. jamrujaha,4,3,1,1,4
418,CSE2004 ,Database Management Systems,Dr. hayatul,1,1,2,1,5
419,CSE3021 ,Social and Information Networks,Dr. jayanti,5,3,0,2,5
420,CSE2006 ,Microprocessor and Interfacing,Dr. tabbasum,5,2,2,2,4
421,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. dineesh,1,5,4,5,5
422,CSE3506,Essentials of Data Analytics,Dr. narayani,3,5,1,2,4
423,CSE3501,Information Security Analysis and Audit,Dr. yasmeen,3,5,1,5,4
424,CSE3002 ,Internet and Web Programming,Dr. anarkali,1,4,5,1,5
425,CSE3020 ,Data Visualization,Dr. gruchran,2,2,2,2,3
426,CSE3025 ,Large Scale Data Processing,Dr. madina,3,1,3,5,3
427,CSE3024 ,Web Mining,Dr. karina,3,5,1,5,3
428,CSE4011 ,Virtualization,Dr. prayatan,3,2,3,4,5
429,CSE3029 ,Game Programming,Dr. yasmin,3,3,2,3,3
430,CSE2023,Robotic Process Automation,Dr. aadish,3,1,3,5,4
431,CSE4003 ,Cyber Security,Dr. sweta,3,1,1,3,3
432,CSE2023,Robotic Process Automation,Dr. mithi,1,2,0,1,3
433,CSE3505,Foundations of Data Analytics,Dr. zareena,3,1,1,4,2
434,EEE1001,Basic Electrical and Electronics Engineering,Dr. chtarpal,1,5,2,3,3
435,CSE3506,Essentials of Data Analytics,"Dr. soniya,",2,3,4,3,5
436,CSE3009 ,Internet of Things,Dr. gyan,1,1,2,2,3
437,CSE1007 ,Java Programming,Dr. muslim,3,2,1,4,2
438,CSE3020 ,Data Visualization,Dr. skunatla,4,2,2,3,3
439,CSE4020 ,Machine Learning,Dr. kaleram,5,1,3,2,5
440,CSE3011 ,Robotics and its Applications,Dr. susmata,5,4,0,3,4
441,CSE2011 ,Data Structures and Algorithms,Dr. dila,4,3,1,2,5
442,CSE4015 ,Human Computer Interaction,Dr. michael,2,5,1,5,4
443,CSE3009 ,Internet of Things,Dr. badshya,4,5,2,3,4
444,ECE3501,IoT Fundamentals,Dr. jabir,1,2,2,5,2
445,CSE4001 ,Parallel and Distributed Computing,Dr. bhawan,5,5,5,5,5
446,CSE3020 ,Data Visualization,Dr. astha,2,1,0,5,3
447,CSE4011 ,Virtualization,Dr. ayushi,2,3,1,3,3
448,CSE3013 ,Artificial Intelligence,Dr. sharat,2,4,2,4,3
449,CSE4019 ,Image Processing,Dr. asi,3,5,5,5,5
450,CSE2012,Design and analysis of algorithms,Dr. faijal,2,3,3,5,3
451,CSE2001 ,Computer Architecture and Organization,Dr. ujir,1,5,2,1,2
452,CSE4014 ,High Performance Computing,Dr. teenu,2,5,1,4,2
453,CSE3013 ,Artificial Intelligence,Dr. dwarka,5,5,2,5,3
454,CSE3502,Information Security Management,Dr. rukhsona,4,1,2,5,2
455,CSE3029 ,Game Programming,Dr. jakra,1,1,2,3,3
456,CSE3001 ,Software Engineering,Dr. chandrram,3,5,0,3,3
457,CSE3002 ,Internet and Web Programming,Dr. mehib,1,1,4,5,5
458,CSE2005 ,Operating Systems,Dr. manjesh,2,4,2,2,5
459,CSE3001 ,Software Engineering,Dr. nawaz,1,2,2,1,2
460,CSE2013,Theory of Computation,Dr. tek,1,4,2,4,5
461,CSE3024 ,Web Mining,Dr. mudsir,5,4,2,3,4
462,CSE4020 ,Machine Learning,Dr. bilkis,2,4,2,5,3
463,MAT3004 ,Applied Linear Algebra,Dr. tony,1,2,2,1,3
464,CSE3505,Foundations of Data Analytics,Dr. redhema,3,2,2,2,5
465,EEE1001,Basic Electrical and Electronics Engineering,Dr. tahseen,1,1,2,2,4
466,CSE4014 ,High Performance Computing,Dr. paramshela,1,2,3,5,4
467,CSE3506,Essentials of Data Analytics,Dr. avnit,1,4,1,4,2
468,CSE2014,Compiler Design,Dr. kaloo,3,3,2,1,3
469,MAT1014,Discrete Mathematics and Graph Theory,Dr. sushpal,4,3,1,3,3
470,CSE3505,Foundations of Data Analytics,Dr. bhatri,5,4,1,5,5
471,CSE3502,Information Security Management,Dr. dinesh,3,5,2,3,3
472,CSE3009 ,Internet of Things,Dr. ajit,3,2,2,1,3
473,CSE4015 ,Human Computer Interaction,Dr. pransis,4,5,2,3,2
474,CSE2011 ,Data Structures and Algorithms,Dr. bunty,3,1,1,3,3
475,CSE3002 ,Internet and Web Programming,Dr. aamrin,4,4,2,4,4
476,CSE4003 ,Cyber Security,Dr. kunden,5,3,1,1,2
477,CSE3501,Information Security Analysis and Audit,Dr. prinka,1,2,2,5,4
478,MAT1014,Discrete Mathematics and Graph Theory,Dr. premsingh,5,1,1,3,2
479,CSE3013 ,Artificial Intelligence,Dr. razim,4,1,1,1,4
480,CSE3011 ,Robotics and its Applications,Dr. ramsewak,1,5,4,4,5
481,CSE2014,Compiler Design,Dr. dipa,2,2,1,4,3
482,EEE1001,Basic Electrical and Electronics Engineering,Dr. kiriti,5,2,2,2,2
483,CSE3506,Essentials of Data Analytics,Dr. avinas,5,1,1,2,2
484,CSE3009 ,Internet of Things,Dr. narbada,1,3,4,4,5
485,ECE3502,IoT Domain Analyst,Dr. ravindra,3,1,0,2,2
486,CSE3020 ,Data Visualization,Dr. sushela,1,3,1,4,2
487,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. jite,5,3,1,4,3
488,CSE3009 ,Internet of Things,Dr. kamjeet,3,1,1,5,5
489,CSE3502,Information Security Management,Dr. pushpa,3,2,1,1,3
490,MAT3004 ,Applied Linear Algebra,Dr. jarina,5,2,1,4,2
491,EEE1001,Basic Electrical and Electronics Engineering,Dr. sabbir,1,2,3,3,5
492,CSE3024 ,Web Mining,Dr. shaikh,3,2,2,1,2
493,CSE3029 ,Game Programming,Dr. shakuntla,2,1,1,2,4
494,CSE4014 ,High Performance Computing,Dr. hariom,4,3,1,1,2
495,EEE1001,Basic Electrical and Electronics Engineering,Dr. munnu,5,4,1,3,4
496,CSE4022 ,Natural Language Processing,Dr. annielal,5,2,1,4,2
497,CSE4022 ,Natural Language Processing,Dr. archita,3,3,1,4,2
498,CSE4003 ,Cyber Security,Dr. suma,4,3,1,4,4
499,CSE4001 ,Parallel and Distributed Computing,Dr. anju,5,5,4,4,5
500,CSE4011 ,Virtualization,Dr. job,4,3,5,5,4
501,ECE3501,IoT Fundamentals,Dr. janak,3,2,0,2,2
502,CSE3002 ,Internet and Web Programming,Dr. chand,3,3,5,4,5
503,CSE3006 ,Embedded System Design,Dr. vanshu,2,5,3,3,5
504,MAT2002,Applications of Differential and Difference Equations,Dr. parvashi,2,5,1,2,2
505,CSE2001 ,Computer Architecture and Organization,Dr. kunod,4,2,0,2,2
506,CSE3506,Essentials of Data Analytics,Dr. sana,2,3,2,2,3
507,CSE3506,Essentials of Data Analytics,Dr. digvijay,1,1,2,4,4
508,CSE4011 ,Virtualization,Dr. samim,4,5,2,1,2
509,CSE1007 ,Java Programming,Dr. devkali,1,3,2,5,4
510,CSE3013 ,Artificial Intelligence,Dr. madharam,1,4,1,3,3
511,CSE4020 ,Machine Learning,Dr. moral,1,1,1,1,2
512,CSE4020 ,Machine Learning,Dr. manojkumar,3,2,4,1,4
513,CSE3024 ,Web Mining,Dr. priyaka,2,1,2,5,2
514,MAT2002,Applications of Differential and Difference Equations,Dr. girish,5,4,1,3,2
515,MAT3004 ,Applied Linear Algebra,Dr. subhodh,1,3,3,5,4
516,CSE3018 ,Content Based Image and Video Retrieval,Dr. sheilesh,5,5,1,3,3
517,CSE3018 ,Content Based Image and Video Retrieval,Dr. maneesha,4,1,2,1,5
518,CSE3021 ,Social and Information Networks,Dr. satyender,5,5,4,1,3
519,ECE3502,IoT Domain Analyst,Dr. chhaterwati,5,3,3,2,4
520,CSE3006 ,Embedded System Design,Dr. gheesa,2,2,1,1,4
521,CSE3502,Information Security Management,Dr. amratalal,3,4,1,3,4
522,CSE3011 ,Robotics and its Applications,Dr. sirish,3,3,3,1,4
523,CSE3006 ,Embedded System Design,Dr. bhumika,1,1,3,4,5
524,CSE2023,Robotic Process Automation,Dr. hari,4,4,1,1,5
525,CSE3505,Foundations of Data Analytics,Dr. satan,2,1,3,4,5
526,CSE3020 ,Data Visualization,Dr. ramdas,3,2,0,5,3
527,CSE4014 ,High Performance Computing,Dr. gulfan,3,4,2,3,3
528,CSE2013,Theory of Computation,Dr. ovaish,2,2,3,2,2
529,CSE3013 ,Artificial Intelligence,Dr. ankala,4,5,3,2,4
530,MAT2002,Applications of Differential and Difference Equations,Dr. vipan,5,1,1,2,3
531,CSE3001 ,Software Engineering,Dr. murli,1,1,1,2,4
532,CSE2023,Robotic Process Automation,Dr. zafar,5,5,2,4,3
533,CSE1007 ,Java Programming,Dr. iqrar,4,4,1,2,3
534,CSE3506,Essentials of Data Analytics,Dr. sahaja,3,5,0,1,5
535,CSE2004 ,Database Management Systems,Dr. kashmir,5,3,3,3,4
536,CSE3505,Foundations of Data Analytics,Dr. kajal,3,1,3,1,4
537,ECE3502,IoT Domain Analyst,Dr. ravish,2,5,4,2,5
538,CSE3506,Essentials of Data Analytics,Dr. namita,4,2,1,4,2
539,MAT3004 ,Applied Linear Algebra,Dr. dhanraj,4,4,1,4,2
540,CSE3024 ,Web Mining,Dr. ballu,2,4,1,1,5
541,CSE3506,Essentials of Data Analytics,Dr. shriram,4,4,1,5,2
542,CSE3011 ,Robotics and its Applications,Dr. deepanti,3,1,2,2,3
543,CSE2006 ,Microprocessor and Interfacing,Dr. klash,2,1,3,5,3
544,ECE3501,IoT Fundamentals,Dr. labbhi,2,3,1,5,2
545,CSE4011 ,Virtualization,Dr. maniram,4,5,1,3,2
546,CSE4022 ,Natural Language Processing,Dr. sufia,5,5,1,4,4
547,CSE3006 ,Embedded System Design,Dr. praveena,2,1,3,1,4
548,MAT1014,Discrete Mathematics and Graph Theory,Dr. jalwad,5,4,0,2,2
549,CSE4004 ,Digital Forensics,Dr. sna,5,4,1,3,4
550,CSE3029 ,Game Programming,Dr. mohmed,3,1,1,5,2
551,CSE1007 ,Java Programming,Dr. vishwanath,2,1,0,2,2
552,CSE3502,Information Security Management,Dr. shoab,2,1,2,3,3
553,CSE2004 ,Database Management Systems,Dr. anja,2,2,0,2,5
554,CSE2011 ,Data Structures and Algorithms,Dr. kantil,3,1,3,1,5
555,CSE4011 ,Virtualization,Dr. ilma,2,1,3,4,3
556,CSE2014,Compiler Design,Dr. mohinuddin,2,4,0,1,5
557,CSE3505,Foundations of Data Analytics,Dr. bhani,2,4,3,5,4
558,EEE1001,Basic Electrical and Electronics Engineering,Dr. buchhi,3,5,4,2,3
559,CSE3021 ,Social and Information Networks,Dr. husno,1,2,0,3,4
560,CSE3018 ,Content Based Image and Video Retrieval,Dr. naushad,4,1,3,1,5
561,CSE2005 ,Operating Systems,Dr. iqrar,5,1,1,2,2
562,CSE4003 ,Cyber Security,Dr. anshuman,5,3,0,3,3
563,CSE3009 ,Internet of Things,Dr. jagpati,4,4,4,4,5
564,MAT1014,Discrete Mathematics and Graph Theory,Dr. teja,2,1,1,3,4
565,CSE2011 ,Data Structures and Algorithms,Dr. chahat,4,5,1,2,3
566,CSE2011 ,Data Structures and Algorithms,Dr. anoopama,1,5,3,4,5
567,CSE3011 ,Robotics and its Applications,Dr. rubbi,1,5,1,3,2
568,MAT1014,Discrete Mathematics and Graph Theory,Dr. aaradhana,1,2,3,3,5
569,MAT1014,Discrete Mathematics and Graph Theory,Dr. mahfooj,4,1,0,2,3
570,CSE2023,Robotic Process Automation,Dr. vishvash,2,4,0,2,2
571,CSE4003 ,Cyber Security,Dr. afshana,5,2,3,4,3
572,CSE3506,Essentials of Data Analytics,Dr. ishita,2,5,3,1,2
573,CSE1004 ,Network and Communication,Dr. sanjana,2,5,3,4,5
574,CSE3502,Information Security Management,Dr. raheesh,1,4,0,2,2
575,CSE4014 ,High Performance Computing,Dr. lushi,5,3,3,5,5
576,CSE3018 ,Content Based Image and Video Retrieval,Dr. saista,3,5,3,5,2
577,CSE2014,Compiler Design,Dr. shayampuri,2,5,1,5,2
578,CSE3018 ,Content Based Image and Video Retrieval,Dr. lav,3,1,1,5,2
579,CSE3025 ,Large Scale Data Processing,Dr. gurmel,5,1,1,5,5
580,CSE3018 ,Content Based Image and Video Retrieval,Dr. brijlal,5,4,2,2,4
581,CSE2005 ,Operating Systems,Dr. laxami,5,3,1,3,2
582,MAT3004 ,Applied Linear Algebra,Dr. niksiya,3,5,1,1,4
583,CSE4004 ,Digital Forensics,Dr. rachpreet,3,5,1,5,5
584,CSE3502,Information Security Management,Dr. sujeet,2,2,3,5,3
585,CSE2006 ,Microprocessor and Interfacing,Dr. salima,3,5,2,2,2
586,CSE1007 ,Java Programming,Dr. annavi,1,1,1,2,4
587,CSE4014 ,High Performance Computing,Dr. nanhe,2,5,1,4,3
588,MAT3004 ,Applied Linear Algebra,Dr. gurupreet,5,2,1,2,4
589,CSE3018 ,Content Based Image and Video Retrieval,Dr. agrej,1,5,3,1,5
590,CSE1004 ,Network and Communication,Dr. rame,4,4,1,1,5
591,ECE3501,IoT Fundamentals,Dr. maryam,3,3,1,5,2
592,CSE2011 ,Data Structures and Algorithms,Dr. sandeepa,4,3,0,1,4
593,CSE3025 ,Large Scale Data Processing,Dr. makrud,4,2,0,4,4
594,ECE3502,IoT Domain Analyst,Dr. jacob,2,4,4,1,5
595,CSE3018 ,Content Based Image and Video Retrieval,Dr. pardeep,4,3,1,3,4
596,CSE4004 ,Digital Forensics,Dr. nirjala,2,4,3,3,4
597,CSE4004 ,Digital Forensics,Dr. islamuddin,3,2,1,1,2
598,CSE3002 ,Internet and Web Programming,Dr. gurupreet,1,2,4,4,4
599,CSE4022 ,Natural Language Processing,Dr. anzum,4,1,1,1,2
600,ECE3502,IoT Domain Analyst,Dr. aastha,3,3,1,1,4
601,CSE1004 ,Network and Communication,Dr. radhadalal,5,2,1,3,2
602,CSE2001 ,Computer Architecture and Organization,Dr. rinukanwr,1,4,1,3,2
603,CSE4011 ,Virtualization,Dr. rantesh,1,5,3,4,4
604,CSE3013 ,Artificial Intelligence,Dr. sararwati,2,5,3,1,5
605,MAT2002,Applications of Differential and Difference Equations,Dr. trepti,5,4,0,1,3
606,MAT2002,Applications of Differential and Difference Equations,Dr. sukhdev,5,2,5,1,5
607,CSE4011 ,Virtualization,Dr. mukish,3,5,1,3,2
608,CSE2011 ,Data Structures and Algorithms,Dr. yukilal,2,3,1,1,2
609,CSE3021 ,Social and Information Networks,Dr. samoti,3,2,2,4,3
610,CSE3013 ,Artificial Intelligence,Dr. daks,3,4,1,2,4
611,CSE1003 ,Digital Logic and Design,Dr. shukla,3,1,4,4,3
612,CSE3009 ,Internet of Things,Dr. khushbhu,4,1,1,5,2
613,ECE3502,IoT Domain Analyst,Dr. ramsawroop,5,4,2,5,4
614,CSE2001 ,Computer Architecture and Organization,Dr. urvarshi,2,3,0,4,2
615,CSE2014,Compiler Design,Dr. ratwari,4,3,1,2,3
616,CSE2005 ,Operating Systems,Dr. abhishek,3,2,1,1,3
617,CSE3501,Information Security Analysis and Audit,Dr. sajju,3,3,2,1,2
618,CSE3505,Foundations of Data Analytics,Dr. gahnshyam,4,4,4,2,4
619,CSE3001 ,Software Engineering,Dr. dular,4,3,1,5,2
620,CSE4001 ,Parallel and Distributed Computing,Dr. varsha,1,5,2,2,5
621,CSE2004 ,Database Management Systems,Dr. ragwender,1,3,4,5,5
622,CSE3001 ,Software Engineering,Dr. sunaina,1,1,1,3,4
623,CSE1007 ,Java Programming,Dr. alhamdi,3,5,3,1,4
624,CSE3002 ,Internet and Web Programming,Dr. shafi,3,1,4,4,3
625,CSE3006 ,Embedded System Design,Dr. farheen,4,3,1,2,5
626,CSE2005 ,Operating Systems,Dr. minder,1,3,2,2,4
627,CSE3006 ,Embedded System Design,Dr. ramkiashan,3,1,1,1,5
628,CSE2013,Theory of Computation,Dr. husainpreet,5,1,3,4,4
629,CSE3501,Information Security Analysis and Audit,Dr. seeriya,4,1,1,2,4
630,CSE3020 ,Data Visualization,Dr. spana,2,2,2,4,5
631,CSE2012,Design and analysis of algorithms,Dr. lehru,2,3,0,1,3
632,CSE2014,Compiler Design,Dr. jayada,5,1,4,2,5
633,CSE4014 ,High Performance Computing,Dr. najo,4,4,0,2,3
634,CSE3013 ,Artificial Intelligence,Dr. kushbu,3,3,3,5,4
635,CSE3025 ,Large Scale Data Processing,Dr. husiya,1,1,2,2,2
636,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. bahrat,2,5,6,5,5
637,CSE3013 ,Artificial Intelligence,Dr. gila,3,5,3,1,3
638,MAT2002,Applications of Differential and Difference Equations,Dr. bharat,4,5,1,2,2
639,CSE4004 ,Digital Forensics,Dr. beera,5,4,0,5,2
640,CSE4011 ,Virtualization,Dr. salauddin,3,3,3,3,4
641,CSE3018 ,Content Based Image and Video Retrieval,Dr. avadh,3,3,2,2,4
642,CSE3025 ,Large Scale Data Processing,Dr. devesh,1,4,2,4,3
643,CSE4020 ,Machine Learning,Dr. sonika,2,3,2,2,2
644,CSE3006 ,Embedded System Design,Dr. hanshraj,2,1,6,4,5
645,CSE2023,Robotic Process Automation,Dr. perkash,4,2,4,3,3
646,CSE4004 ,Digital Forensics,Dr. mamraj,2,1,0,3,4
647,CSE4022 ,Natural Language Processing,Dr. saraswati,1,2,1,4,4
648,CSE3505,Foundations of Data Analytics,Dr. mujefir,3,1,1,5,2
649,CSE2005 ,Operating Systems,Dr. shamrin,4,3,0,2,5
650,CSE2014,Compiler Design,Dr. biitu,1,2,1,2,5
651,CSE2005 ,Operating Systems,Dr. soni,3,5,2,1,3
652,CSE3021 ,Social and Information Networks,Dr. saidul,1,4,3,5,4
653,CSE3020 ,Data Visualization,Dr. jagrti,3,2,1,1,2
654,CSE3001 ,Software Engineering,Dr. sameem,3,1,0,4,2
655,MAT1014,Discrete Mathematics and Graph Theory,Dr. viriya,4,4,1,2,3
656,CSE3006 ,Embedded System Design,Dr. narendera,2,3,3,1,2
657,CSE2013,Theory of Computation,Dr. parash,4,4,4,2,5
658,CSE4014 ,High Performance Computing,Dr. haider,4,5,6,1,5
659,CSE4004 ,Digital Forensics,Dr. kimat,2,3,2,3,3
660,CSE3021 ,Social and Information Networks,Dr. lila,2,2,2,5,3
661,CSE2012,Design and analysis of algorithms,Dr. jitu,2,5,4,4,5
662,CSE4014 ,High Performance Computing,Dr. majidunisha,2,3,2,2,3
663,CSE4011 ,Virtualization,Dr. rihaan,2,5,3,2,3
664,CSE4014 ,High Performance Computing,Dr. kapiil,3,2,2,1,2
665,CSE3029 ,Game Programming,Dr. kripya,1,5,5,3,5
666,CSE3013 ,Artificial Intelligence,Dr. nabal,5,2,4,4,3
667,CSE2023,Robotic Process Automation,Dr. manku,3,2,0,1,2
668,CSE3006 ,Embedded System Design,Dr. devik,1,4,0,1,3
669,CSE3020 ,Data Visualization,Dr. najar,4,3,0,1,2
670,CSE1007 ,Java Programming,Dr. sarthak,5,2,2,1,4
671,CSE3020 ,Data Visualization,Dr. injmam,2,3,0,4,2
672,CSE4019 ,Image Processing,Dr. seema,2,2,3,2,4
673,CSE1004 ,Network and Communication,Dr. badarjahan,1,4,1,2,5
674,CSE2012,Design and analysis of algorithms,Dr. vasiya,4,2,0,4,3
675,CSE2023,Robotic Process Automation,Dr. daljit,3,1,4,3,5
676,CSE3001 ,Software Engineering,Dr. ramavtar,2,3,1,4,2
677,CSE3009 ,Internet of Things,Dr. gudiya,3,2,3,3,3
678,CSE2006 ,Microprocessor and Interfacing,Dr. asmin,1,4,1,2,3
679,CSE4001 ,Parallel and Distributed Computing,Dr. mukat,3,3,3,3,3
680,CSE2014,Compiler Design,Dr. sanjeevan,1,1,2,1,2
681,CSE4015 ,Human Computer Interaction,Dr. dharmraj,2,4,2,3,2
682,CSE3011 ,Robotics and its Applications,Dr. santro,2,1,1,1,3
683,MAT2002,Applications of Differential and Difference Equations,Dr. zahira,4,4,3,5,4
684,CSE4020 ,Machine Learning,Dr. chetana,3,1,4,1,5
685,CSE4014 ,High Performance Computing,Dr. shidharth,2,2,2,1,3
686,CSE3029 ,Game Programming,Dr. bhteri,1,5,2,5,4
687,CSE3001 ,Software Engineering,Dr. shakeena,5,3,1,5,3
688,CSE2011 ,Data Structures and Algorithms,Dr. kalua,4,3,1,2,2
689,CSE3002 ,Internet and Web Programming,Dr. khasti,5,2,1,1,2
690,CSE3029 ,Game Programming,Dr. dhukhu,4,5,2,2,3
691,ECE3502,IoT Domain Analyst,Dr. zile,2,2,4,5,3
692,CSE3009 ,Internet of Things,Dr. yogita,4,2,2,1,4
693,ECE3502,IoT Domain Analyst,Dr. amna,2,4,3,1,5
694,EEE1001,Basic Electrical and Electronics Engineering,Dr. kabid,5,3,2,4,3
695,CSE2001 ,Computer Architecture and Organization,Dr. amna,4,5,2,4,3
696,CSE4020 ,Machine Learning,Dr. fazin,1,3,2,1,4
697,CSE3018 ,Content Based Image and Video Retrieval,Dr. babuddin,2,1,1,4,2
698,CSE3002 ,Internet and Web Programming,Dr. shailesh,3,5,2,2,5
699,CSE3024 ,Web Mining,Dr. sudma,5,5,2,4,2
700,CSE3506,Essentials of Data Analytics,Dr. jag,4,4,1,5,2
701,CSE3025 ,Large Scale Data Processing,Dr. parul,1,3,2,2,2
702,CSE3025 ,Large Scale Data Processing,Dr. tulki,3,2,0,3,3
703,CSE2014,Compiler Design,Dr. nanak,2,3,0,5,5
704,CSE2013,Theory of Computation,Dr. salima,5,5,3,5,5
705,CSE2005 ,Operating Systems,Dr. jisan,2,3,0,5,3
706,CSE4015 ,Human Computer Interaction,Dr. anamol,3,3,4,2,4
707,CSE3020 ,Data Visualization,Dr. fakrrudeen,1,3,4,3,5
708,CSE2012,Design and analysis of algorithms,Dr. nazmaa,2,5,3,5,5
709,CSE4001 ,Parallel and Distributed Computing,Dr. nasir,4,4,0,1,3
710,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. geesa,5,3,1,5,2
711,CSE3002 ,Internet and Web Programming,Dr. mantosh,5,3,1,3,4
712,CSE2014,Compiler Design,Dr. mukat,4,3,3,5,3
713,CSE4015 ,Human Computer Interaction,Dr. bhagirath,3,4,1,3,2
714,MAT3004 ,Applied Linear Algebra,Dr. dhola,4,1,0,4,3
715,CSE3029 ,Game Programming,Dr. manisha,2,5,2,4,3
716,CSE2001 ,Computer Architecture and Organization,Dr. roma,5,2,2,2,3
